Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
21061551,8/18/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Animal Waste,1-2 Family Dwelling,11358,169-38 PIGEON MEADOW ROAD,PIGEON MEADOW ROAD,169 STREET,AUBURNDALE LANE,,,ADDRESS,FLUSHING,,N/A,Assigned,9/17/11 0:00,8/19/11 0:00,07 QUEENS,QUEENS,1040175,212508,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74978508,-73.79815826,"(40.74978507662835, -73.79815826406904)"
21069479,8/19/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10465,3189 WATERBURY AVENUE,WATERBURY AVENUE,THROGMORTON AVENUE,VINCENT AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,9/18/11 0:00,8/23/11 0:00,10 BRONX,BRONX,1033530,244606,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83792475,-73.82190547,"(40.83792474597164, -73.82190546999375)"
21079752,8/21/11 0:00,8/22/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10024,321 WEST 89 STREET,WEST 89 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,9/20/11 0:00,8/22/11 0:00,07 MANHATTAN,MANHATTAN,990592,227496,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7910978,-73.97709658,"(40.79109780211906, -73.97709658461858)"
21080993,8/21/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11419,118-02 101 AVENUE,101 AVENUE,118 STREET,LEFFERTS BOULEVARD,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Assigned,9/20/11 0:00,8/23/11 0:00,09 QUEENS,QUEENS,1032307,190616,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68974319,-73.82671128,"(40.689743189097754, -73.82671128304835)"
21079882,8/21/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11231,144 CONOVER STREET,CONOVER STREET,KING STREET,SULLIVAN STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,9/20/11 0:00,8/23/11 0:00,06 BROOKLYN,BROOKLYN,980628,186693,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67910518,-74.01305848,"(40.67910517935693, -74.01305847648597)"
21082986,8/22/11 0:00,8/22/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10024,321 WEST 89 STREET,WEST 89 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,9/21/11 0:00,8/22/11 0:00,07 MANHATTAN,MANHATTAN,990592,227496,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7910978,-73.97709658,"(40.79109780211906, -73.97709658461858)"
21084636,8/22/11 0:00,8/22/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10024,321 WEST 89 STREET,WEST 89 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,9/21/11 0:00,8/22/11 0:00,07 MANHATTAN,MANHATTAN,990592,227496,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7910978,-73.97709658,"(40.79109780211906, -73.97709658461858)"
21084686,8/22/11 0:00,8/22/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10024,321 WEST 89 STREET,WEST 89 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,9/21/11 0:00,8/22/11 0:00,07 MANHATTAN,MANHATTAN,990592,227496,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7910978,-73.97709658,"(40.79109780211906, -73.97709658461858)"
21083588,8/22/11 0:00,8/22/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11373,41-06 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,,,ADDRESS,ELMHURST,,N/A,Closed,9/21/11 0:00,8/22/11 0:00,04 QUEENS,QUEENS,1019035,211259,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74646532,-73.87446203,"(40.74646531883144, -73.87446202752055)"
21085939,8/22/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10467,19 EAST 213 STREET,EAST 213 STREET,DEKALB AVENUE,BAINBRIDGE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,9/21/11 0:00,8/23/11 0:00,07 BRONX,BRONX,1017891,261663,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88481445,-73.87833804,"(40.88481444656302, -73.87833803628999)"
21091485,8/23/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,11385,1666 GEORGE STREET,GEORGE STREET,WYCKOFF AVENUE,CYPRESS AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,9/22/11 0:00,8/23/11 0:00,05 QUEENS,QUEENS,1011036,193308,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69722204,-73.90340158,"(40.69722203862601, -73.903401581978)"
21092687,8/23/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,10003,66 EAST 3 STREET,EAST 3 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,9/22/11 0:00,8/24/11 0:00,03 MANHATTAN,MANHATTAN,987362,203453,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72510764,-73.98877249,"(40.72510764293719, -73.98877249292585)"
21091927,8/23/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11106,33-48 29 STREET,29 STREET,33 AVENUE,34 AVENUE,,,ADDRESS,ASTORIA,,N/A,Assigned,9/22/11 0:00,8/23/11 0:00,01 QUEENS,QUEENS,1004149,216638,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76127533,-73.92816918,"(40.76127532936223, -73.92816918229606)"
21090879,8/23/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11230,1221 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,N/A,Assigned,9/22/11 0:00,8/23/11 0:00,12 BROOKLYN,BROOKLYN,992739,164686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61869741,-73.96942212,"(40.61869741174288, -73.96942211839642)"
21096764,8/24/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10462,2108 BRONX PARK EAST,BRONX PARK EAST,MARAN PLACE,LYDIG AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,9/23/11 0:00,8/24/11 0:00,11 BRONX,BRONX,1020429,250389,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85386075,-73.8692203,"(40.85386075301474, -73.86922029767614)"
21096818,8/24/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11373,80-15 41 AVENUE,41 AVENUE,80 STREET,81 STREET,,,ADDRESS,ELMHURST,,N/A,Assigned,9/23/11 0:00,8/24/11 0:00,04 QUEENS,QUEENS,1016044,211022,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74582607,-73.88525756,"(40.74582607332756, -73.88525756003034)"
21097567,8/24/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10314,1880 VICTORY BOULEVARD,VICTORY BOULEVARD,FAIRVIEW CEMETERY BOUNDARY,MOUNTAINVIEW AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,9/23/11 0:00,8/24/11 0:00,01 STATEN ISLAND,STATEN ISLAND,949124,162558,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61279093,-74.12651478,"(40.612790934909874, -74.12651478233055)"
21106501,8/25/11 0:00,8/26/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11373,41-06 DENMAN STREET,DENMAN STREET,WHITNEY AVENUE,LAMONT AVENUE,,,ADDRESS,ELMHURST,,N/A,Closed,9/24/11 0:00,8/26/11 0:00,04 QUEENS,QUEENS,1019035,211259,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74646532,-73.87446203,"(40.74646531883144, -73.87446202752055)"
21115210,8/26/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11208,675 LINCOLN AVENUE,LINCOLN AVENUE,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,9/25/11 0:00,8/26/11 0:00,05 BROOKLYN,BROOKLYN,1021300,184378,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67267424,-73.86643565,"(40.67267423805446, -73.8664356464594)"
21122576,8/28/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10010,400 SECOND AVENUE,SECOND AVENUE,EAST 23 STREET,EAST 24 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,9/27/11 0:00,8/30/11 0:00,06 MANHATTAN,MANHATTAN,989565,208144,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73798224,-73.98082078,"(40.73798223805986, -73.98082078050581)"
21122263,8/28/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10012,268 ELIZABETH STREET,ELIZABETH STREET,PRINCE STREET,EAST HOUSTON STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,9/27/11 0:00,8/30/11 0:00,02 MANHATTAN,MANHATTAN,986010,203022,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72392502,-73.99365037,"(40.72392502479721, -73.99365036575935)"
21129983,8/29/11 0:00,10/25/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,10027,416 WEST 129 STREET,WEST 129 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,9/28/11 0:00,10/25/11 0:00,09 MANHATTAN,MANHATTAN,997508,235801,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81388508,-73.95210384,"(40.81388507737496, -73.95210383761699)"
21129632,8/29/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,10314,53 SATURN LANE,SATURN LANE,BEND,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,9/28/11 0:00,8/30/11 0:00,02 STATEN ISLAND,STATEN ISLAND,940334,151717,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58299542,-74.15810356,"(40.58299542357048, -74.15810355620039)"
21155879,8/30/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11385,74-06 64 PLACE,64 PLACE,74 AVENUE,COOPER AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,9/29/11 0:00,8/31/11 0:00,05 QUEENS,QUEENS,1014363,194324,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70000002,-73.89139888,"(40.70000002398344, -73.89139888271936)"
21229526,8/31/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10022,1073 1 AVENUE,1 AVENUE,EAST 58 STREET,EAST 59 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,9/30/11 0:00,8/31/11 0:00,06 MANHATTAN,MANHATTAN,994719,215914,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75930433,-73.96221044,"(40.75930433048763, -73.96221043684649)"
21307047,9/1/11 0:00,9/6/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,11233,1892 PACIFIC STREET,PACIFIC STREET,BUFFALO AVENUE,RALPH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/1/11 0:00,9/6/11 0:00,08 BROOKLYN,BROOKLYN,1005292,185660,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67624556,-73.92414006,"(40.67624556045678, -73.92414005697917)"
21310711,9/1/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11233,24 ROCHESTER AVENUE,ROCHESTER AVENUE,HERKIMER STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/1/11 0:00,9/1/11 0:00,03 BROOKLYN,BROOKLYN,1004370,186377,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67821571,-73.92746188,"(40.678215706410306, -73.92746187970582)"
21304394,9/1/11 0:00,10/20/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11375,95-05 69 AVENUE,69 AVENUE,INGRAM STREET,HARROW STREET,,,ADDRESS,FOREST HILLS,,N/A,Closed,10/1/11 0:00,10/20/11 0:00,06 QUEENS,QUEENS,1025119,200272,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71628272,-73.85257184,"(40.71628271536186, -73.85257183572874)"
21350394,9/2/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11426,246-16 81 AVENUE,81 AVENUE,246 STREET,247 STREET,,,ADDRESS,BELLEROSE,,N/A,Assigned,10/2/11 0:00,9/6/11 0:00,13 QUEENS,QUEENS,1061036,209102,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74027997,-73.7229071,"(40.74027996505145, -73.72290709682828)"
21350619,9/2/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11375,108-24 64 AVENUE,64 AVENUE,108 STREET,110 STREET,,,ADDRESS,FOREST HILLS,,N/A,Assigned,10/2/11 0:00,9/6/11 0:00,06 QUEENS,QUEENS,1026179,206437,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73319916,-73.84870966,"(40.733199159043636, -73.84870965877768)"
21359468,9/3/11 0:00,9/6/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10472,2015 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,PUGSLEY AVENUE,OLMSTEAD AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/3/11 0:00,9/6/11 0:00,09 BRONX,BRONX,1024272,240566,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82688293,-73.85538728,"(40.82688293258976, -73.85538728062426)"
21363989,9/4/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11365,56-06 175 PLACE,175 PLACE,56 AVENUE,BOOTH MEMORIAL AVENUE,,,ADDRESS,FRESH MEADOWS,,N/A,Assigned,10/4/11 0:00,9/6/11 0:00,11 QUEENS,QUEENS,1041412,209877,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74255575,-73.79371612,"(40.742555751693274, -73.79371612280598)"
21368779,9/5/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Dwelling,11215,147 16 STREET,16 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/5/11 0:00,9/6/11 0:00,07 BROOKLYN,BROOKLYN,986605,181844,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66579619,-73.99151116,"(40.66579618976643, -73.99151116068147)"
21368177,9/5/11 0:00,10/12/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10011,249 WEST 21 STREET,WEST 21 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/5/11 0:00,10/12/11 0:00,04 MANHATTAN,MANHATTAN,984811,210120,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74340745,-73.99797546,"(40.74340744589288, -73.9979754622382)"
21379519,9/7/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Mixed Use Building,10451,1020 GRAND CONCOURS,GRAND CONCOURS,EAST 164 STREET,EAST 165 STREET,,,ADDRESS,BRONX,,N/A,Assigned,10/7/11 0:00,9/8/11 0:00,04 BRONX,BRONX,1006168,241785,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83029222,-73.92079899,"(40.830292216794476, -73.92079898592348)"
21388650,9/8/11 0:00,10/21/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11418,92-01 104 STREET,104 STREET,92 AVENUE,93 AVENUE,,,ADDRESS,RICHMOND HILL,,N/A,Closed,10/8/11 0:00,10/21/11 0:00,09 QUEENS,QUEENS,1028162,191266,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69154882,-73.84165347,"(40.691548822408535, -73.8416534659181)"
21399452,9/9/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10010,162 EAST 23 STREET,EAST 23 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,10/9/11 0:00,9/9/11 0:00,06 MANHATTAN,MANHATTAN,988678,208585,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73919316,-73.98402124,"(40.739193162294505, -73.98402123665466)"
21407058,9/10/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Mixed Use Building,11206,130 GRAHAM AVENUE,GRAHAM AVENUE,MC KIBBIN STREET,BOERUM STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/10/11 0:00,9/12/11 0:00,01 BROOKLYN,BROOKLYN,1000071,196417,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70578191,-73.94293737,"(40.70578190958725, -73.94293736980323)"
21401613,9/10/11 0:00,9/12/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10016,250 EAST 40 STREET,EAST 40 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/10/11 0:00,9/12/11 0:00,06 MANHATTAN,MANHATTAN,991574,212053,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74871003,-73.97356703,"(40.748710030908676, -73.9735670320491)"
21402144,9/10/11 0:00,10/18/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10016,250 EAST 40 STREET,EAST 40 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/10/11 0:00,10/18/11 0:00,06 MANHATTAN,MANHATTAN,991574,212053,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74871003,-73.97356703,"(40.748710030908676, -73.9735670320491)"
21411602,9/11/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11375,105-05 69 AVENUE,69 AVENUE,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,,,ADDRESS,FOREST HILLS,,N/A,Assigned,10/11/11 0:00,9/12/11 0:00,06 QUEENS,QUEENS,1026236,203114,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72407808,-73.84852472,"(40.72407807843681, -73.84852472265703)"
21411398,9/11/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11211,473 GRAND STREET,GRAND STREET,KEAP STREET,GRAND ST EXTENSION,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/11/11 0:00,9/12/11 0:00,01 BROOKLYN,BROOKLYN,997518,198349,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71108899,-73.95214163,"(40.71108898799381, -73.95214163193849)"
21411323,9/11/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10456,799 ST ANNS AVENUE,ST ANNS AVENUE,BROOK AVENUE,EAST 158 STREET,,,ADDRESS,BRONX,,N/A,Assigned,10/11/11 0:00,9/12/11 0:00,01 BRONX,BRONX,1008881,238329,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82079934,-73.91100821,"(40.82079933541489, -73.9110082141728)"
21417364,9/12/11 0:00,9/12/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11230,1221 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,N/A,Closed,10/12/11 0:00,9/12/11 0:00,12 BROOKLYN,BROOKLYN,992739,164686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61869741,-73.96942212,"(40.61869741174288, -73.96942211839642)"
